drdt,nut,M,N,r_het,rho,k,supersat,I,alphat,p,T,r_crit,epsilon,U:0,U:1,U:2,Points:0,Points:1,Points:2,Point ID,Block Number
-9.31987e-10,0.41404,1,5.13197e+06,0.00359649,0.591941,64.613,1.98983,9.17005e+06,0.245086,101363,373.301,1.03499e-09,907.592,38.943,-1.73033,-5.56621e-16,5.26332,0.439722,-0.5,1109,2
-9.26278e-10,0.414478,1,5.15082e+06,0.0035921,0.591937,63.4102,1.98989,9.20768e+06,0.245344,101362,373.299,1.03495e-09,873.189,39.0634,-1.66361,1.11157e-15,5.35441,0.439425,-0.5,1110,2
-9.21925e-10,0.414924,1,5.1695e+06,0.00358777,0.591934,62.2557,1.98994,9.23564e+06,0.245606,101361,373.297,1.03491e-09,840.774,39.1747,-1.5979,2.83504e-18,5.4455,0.439127,-0.5,1111,2
-9.19623e-10,0.415369,1,5.18808e+06,0.00358349,0.591929,61.1481,1.98997,9.24906e+06,0.245868,101360,373.295,1.0349e-09,810.246,39.2752,-1.52983,-5.47158e-16,5.53659,0.43883,-0.5,1112,2
-9.18722e-10,0.415795,1,5.20663e+06,0.00357922,0.591923,60.0846,1.98998,9.25266e+06,0.246118,101358,373.293,1.03489e-09,781.499,39.3637,-1.45817,-9.26274e-18,5.62768,0.438533,-0.5,1113,2
-9.15949e-10,0.416198,1,5.22542e+06,0.00357494,0.591916,59.0604,1.99001,9.26877e+06,0.246353,101357,373.293,1.03487e-09,754.349,39.4431,-1.38191,1.04298e-16,5.71877,0.438236,-0.5,1114,2
-9.12753e-10,0.416584,1,5.24442e+06,0.00357061,0.59191,58.0745,1.99004,9.28792e+06,0.24658,101356,373.292,1.03485e-09,728.693,39.5104,-1.30412,1.77511e-16,5.80986,0.437938,-0.5,1115,2
-9.13418e-10,0.417041,1,5.26373e+06,0.00356625,0.591905,57.1323,1.99003,9.2817e+06,0.246848,101354,373.29,1.03485e-09,704.467,39.5715,-1.22221,-1.72136e-15,5.90095,0.437641,-0.5,1116,2
-9.13707e-10,0.417611,1,5.28345e+06,0.00356181,0.591898,56.231,1.99003,9.27839e+06,0.247183,101353,373.29,1.03486e-09,681.485,39.6253,-1.14489,-7.75527e-16,5.99204,0.437344,-0.5,1117,2
-9.12056e-10,0.4183,1,5.30376e+06,0.00355727,0.59189,55.3693,1.99005,9.28818e+06,0.247588,101352,373.29,1.03485e-09,659.674,39.6673,-1.07563,4.63397e-16,6.08313,0.437047,-0.5,1118,2
-9.11213e-10,0.419141,1,5.32453e+06,0.00355264,0.591884,54.5463,1.99006,9.29298e+06,0.248083,101350,373.289,1.03484e-09,638.929,39.7041,-1.00813,2.77653e-16,6.17422,0.436749,-0.5,1119,2
-9.11129e-10,0.420103,1,5.34607e+06,0.00354787,0.591878,53.7561,1.99007,9.29291e+06,0.24865,101350,373.289,1.03484e-09,619.136,39.7362,-0.945316,2.69861e-16,6.26531,0.436452,-0.5,1120,2
-9.10683e-10,0.421068,1,5.36823e+06,0.00354299,0.591872,52.9918,1.99007,9.29612e+06,0.249218,101348,373.288,1.03484e-09,600.284,39.7606,-0.887374,2.61205e-16,6.3564,0.436155,-0.5,1121,2
-9.09303e-10,0.421944,1,5.39131e+06,0.00353793,0.591867,52.2481,1.9901,9.307e+06,0.249735,101347,373.288,1.03483e-09,582.344,39.785,-0.829333,2.69151e-16,6.44749,0.435858,-0.5,1122,2
-9.0739e-10,0.422664,1,5.41509e+06,0.00353274,0.591862,51.5182,1.99012,9.32183e+06,0.250159,101346,373.287,1.03481e-09,565.23,39.807,-0.779346,4.19648e-16,6.53858,0.43556,-0.5,1123,2
-9.04598e-10,0.423252,1,5.4395e+06,0.00352745,0.591858,50.8038,1.99016,9.34247e+06,0.250505,101345,373.286,1.03479e-09,548.908,39.827,-0.735484,-6.25458e-16,6.62967,0.435263,-0.5,1124,2
